# Google_Product_Taxonomy_Version: 2015-02-19
412 - Alimentación, bebida y tabaco
4947 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Miel
1387 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Mostaza
500075 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Picadillos y chutney
6246 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa Worcestershire
6905 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa curry
5762 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa de asado
5763 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa de pescado
6782 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa de rábano picante
4616 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa de soja
6203 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa para pizza
4614 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa picante
6772 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa rosa
4615 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa satay
6783 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsa tártara
500105 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsas blancas y cremosas
500089 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsas dulces y agrias
5759 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Salsas para pasta
4943 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Sirope
4692 - Alimentación, bebida y tabaco > Alimentos > Condimentos y salsas > Tahina
423 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos
5747 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Barritas de muesli y cereales
3284 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Cecina
2392 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Chips
6194 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Cortezas de cerdo
5745 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Frutos secos combinados
1445 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Galletas saladas
6192 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Ganchitos de queso
5744 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Golosinas de frutas
6847 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Guarniciones para ensaladas
7159 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Palitos de pan
7427 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Palitos de sésamo
1534 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Palomitas
6785 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Pastelitos
7327 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Pastelitos de arroz glutinoso
5746 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Picatostes
3446 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Pretzels
5743 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Púdines y gelatinas
2432 - Alimentación, bebida y tabaco > Alimentos > Entremeses y aperitivos > Tortitas de arroz inflado
6219 - Alimentación, bebida y tabaco > Alimentos > Frutas recubiertas de chocolate y caramelizadas
430 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras
5799 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas en lata y en conserva
5795 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas
6572 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Aguacates
6671 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Alquequenjes
6814 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Anonas
6571 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Atemoyas
6573 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Babacos
6672 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Caquis
6594 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Carambolas
6688 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Chicozapote
6602 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Chirimoyas
6809 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cocos
503759 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos
6632 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Kumquats
6642 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Limas
6641 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Limequats
6636 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Limones
6658 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Naranjas
6621 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Pomelos
6697 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Cítricos > Tangelos
6812 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Dátiles
6614 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Feijoas
503760 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso
6567 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Albaricoques
6601 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Cerezas
6674 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Ciruelas
6646 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Mangos
505301 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Melocotones y nectarinas
6675 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas con hueso > Pluots
6582 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Frutas del bosque
6589 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Fruto del pan
6673 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Granadas
6691 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Guanábanas
6625 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Guayabas
6810 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Higos
6593 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Higos chumbos
6624 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Homlis
6633 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Kiwis
6638 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Lichis
6640 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Longanas
499906 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Macedonias de frutas
6813 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Madroños
6647 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Mameys
6645 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Mangostinos
6566 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Manzanas
6667 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Maracuyas
6649 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Melones
6679 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Membrillos
6639 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Nísperos
6661 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Papayas
6665 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Peras
6676 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Pitayas
6670 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Piñas
6574 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Plátanos
6678 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Rambutanes
6698 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Tamarindos
6626 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Uvas
6687 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas frescas y congeladas > Zapotes
1755 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas secas
5797 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Judías en lata
5796 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Judías secas
5794 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Salsas de frutas
7387 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras deshidratadas
5798 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras en lata y en conserva
5793 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas
6620 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Ajo
6570 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Alcachofas
6599 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Apio
6598 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Apio nabo
6716 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Arracachas
6613 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Berenjenas
6700 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Berro
6585 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Boniatos
6587 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Borrajas
503761 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Brotes
6615 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Brotes de helecho
6591 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Brócoli
6816 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Bulbos de hinojo
505354 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Calabazas y calabacines
6596 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Cardos comestibles
6701 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Castaña de agua
6694 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Caña de azúcar
6655 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Cebollas
6818 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Chalotas
6663 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Chirivías
6592 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Coles
6590 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Coles de Bruselas
6600 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Coliflor
6628 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Colirrábano
499905 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Combinaciones de verduras
6568 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Espárragos
6616 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Gai choy
6617 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Gai lan
6669 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Guisantes
7193 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Hierba de trigo
6808 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Hojas de cactus
6619 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Jengibre
6577 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Judías
6630 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Jícama
6643 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Malangas
6609 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Maíz
505329 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Nabos y colinabos
6657 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Ocra
6586 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Patatas
6608 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Pepinos
6668 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Pimientos
6627 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Puerros
6618 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Raíz de Bardana
6644 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Raíz de loto
6664 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Raíz de perejil
6631 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Raíz de rábano picante
6704 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Raíz de taro
6580 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Remolachas
6681 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Ruibarbo
6682 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Rábanos
6653 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Setas
6692 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Tamarillos
6703 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Tomates
6693 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Tupinambo
6622 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja
6597 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Acelgas
6717 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Achicoria
6584 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Bok choy
6610 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Choy sum
6629 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Col verde
5792 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Ensalada mixta
6695 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Espinacas
6581 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Hojas de remolacha
6637 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Lechuga
6656 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > On choy
6569 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Rúcula
6706 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Verduras de hoja > Yu choy
6705 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Yucas
6595 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Zanahorias
8515 - Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Verduras frescas y congeladas > Ñames
433 - Alimentación, bebida y tabaco > Alimentos > Frutos secos y semillas
431 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales
4684 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Alforfón
4683 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Amaranto
4682 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Arroz
4690 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Avenas, sémolas y harina de avenas
4687 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Cebada
7374 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Centeno
4689 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Cereales y muesli
7196 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Cuscús
4686 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Mijo
6259 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Quinoa
4688 - Alimentación, bebida y tabaco > Alimentos > Granos, arroz y cereales > Trigo
2660 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería
2126 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Aceites para cocinar
5771 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Almidón de cocina
5105 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Azúcar para algodón dulce
503734 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Azúcar y edulcorantes
5774 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Bicarbonato de sodio
5776 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Chocolate para repostería
7127 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Colorante alimentario
6775 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Decoraciones comestibles para pastelería
5768 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Gelatina sin sabor
5769 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Glaseado
5765 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Grasa y manteca de cerdo
2775 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Harina
8076 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Harina para cocina y repostería
5770 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Jarabe de maíz
7506 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Kits de decoración de galletas
500093 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Leche enlatada o en polvo
2905 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Levadura
2803 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Levadura química
7354 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Levaduras
5752 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Masa
5756 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Masa > Masa para brownies y galletas
5755 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Masa > Masa para pan y pasteles
5753 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Masa > Masas para tarta
5766 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Melazas
2572 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Mezclas para hornear
6774 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Mezclas para rebozar
5767 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Nubes
5773 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Pan rallado
6922 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Pasta de tomate
6754 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Pepitas para pastelería
499707 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Perlas de tapioca
5778 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Preparados para gofres y panqueques
5800 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Rellenos para tartas
5775 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Sabores y extractos para repostería
4613 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Salsas y pastas de judías
2140 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Vinagre
5777 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Vino para cocinar
499986 - Alimentación, bebida y tabaco > Alimentos > Ingredientes de cocina y repostería > Zumo de limón y lima
428 - Alimentación, bebida y tabaco > Alimentos > Lácteos
5787 - Alimentación, bebida y tabaco > Alimentos > Lácteos > Crema agria
4418 - Alimentación, bebida y tabaco > Alimentos > Lácteos > Leche para café
5827 - Alimentación, bebida y tabaco > Alimentos > Lácteos > Mantequilla y margarina
5786 - Alimentación, bebida y tabaco > Alimentos > Lácteos > Nata
6821 - Alimentación, bebida y tabaco > Alimentos > Lácteos > Nata montada
429 - Alimentación, bebida y tabaco > Alimentos > Lácteos > Queso
1855 - Alimentación, bebida y tabaco > Alimentos > Lácteos > Queso Cottage
1954 - Alimentación, bebida y tabaco > Alimentos > Lácteos > Yogur
1876 - Alimentación, bebida y tabaco > Alimentos > Panadería
1573 - Alimentación, bebida y tabaco > Alimentos > Panadería > Bagels
2194 - Alimentación, bebida y tabaco > Alimentos > Panadería > Barras de postres y pasteles
5790 - Alimentación, bebida y tabaco > Alimentos > Panadería > Cucuruchos de helado
6195 - Alimentación, bebida y tabaco > Alimentos > Panadería > Cupcakes
5751 - Alimentación, bebida y tabaco > Alimentos > Panadería > Donuts
5054 - Alimentación, bebida y tabaco > Alimentos > Panadería > Dulce de azúcar
2229 - Alimentación, bebida y tabaco > Alimentos > Panadería > Galletas
1895 - Alimentación, bebida y tabaco > Alimentos > Panadería > Magdalenas
424 - Alimentación, bebida y tabaco > Alimentos > Panadería > Panes y bollería
5749 - Alimentación, bebida y tabaco > Alimentos > Panadería > Pasteles y tartas
5750 - Alimentación, bebida y tabaco > Alimentos > Panadería > Pastelitos empaquetados
5904 - Alimentación, bebida y tabaco > Alimentos > Panadería > Surtidos de pasteles
6891 - Alimentación, bebida y tabaco > Alimentos > Panadería > Tortas para tacos
